label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,timestamp,wrist_x,wrist_y,wrist_z,thumb_cmc_x,thumb_cmc_y,thumb_cmc_z,thumb_mcp_x,thumb_mcp_y,thumb_mcp_z,thumb_ip_x,thumb_ip_y,thumb_ip_z,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_mcp_x,index_mcp_y,index_mcp_z,index_pip_x,index_pip_y,index_pip_z,index_dip_x,index_dip_y,index_dip_z,index_tip_x,index_tip_y,index_tip_z,middle_mcp_x,middle_mcp_y,middle_mcp_z,middle_pip_x,middle_pip_y,middle_pip_z,middle_dip_x,middle_dip_y,middle_dip_z,middle_tip_x,middle_tip_y,middle_tip_z,ring_mcp_x,ring_mcp_y,ring_mcp_z,ring_pip_x,ring_pip_y,ring_pip_z,ring_dip_x,ring_dip_y,ring_dip_z,ring_tip_x,ring_tip_y,ring_tip_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z,pinky_pip_x,pinky_pip_y,pinky_pip_z,pinky_dip_x,pinky_dip_y,pinky_dip_z,pinky_tip_x,pinky_tip_y,pinky_tip_z
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:38.290048,0.2582074999809265,0.4802730679512024,8.096244386024409e-08,0.2361294478178024,0.4225365817546844,0.0048905676230788,0.220558300614357,0.3542662858963012,0.0052971057593822,0.2021408826112747,0.3152311742305755,0.0048060109838843,0.1799012869596481,0.3020040988922119,0.0030062345322221,0.2248114794492721,0.3031659722328186,-0.0150590874254703,0.205858364701271,0.2214467525482177,-0.0307785477489233,0.189182236790657,0.1753992289304733,-0.0394395180046558,0.1711618304252624,0.1434005498886108,-0.0445342101156711,0.2386755645275116,0.3065390586853027,-0.0261100269854068,0.2210646569728851,0.2124664932489395,-0.0423420742154121,0.2053795456886291,0.1567350327968597,-0.0519845411181449,0.1888001263141632,0.1152227371931076,-0.0577641427516937,0.257456511259079,0.3235462605953216,-0.0365208461880683,0.2566055059432983,0.2341215908527374,-0.0562808439135551,0.2500196695327759,0.1797209233045578,-0.0702793970704078,0.2405262589454651,0.1339566707611084,-0.0786884427070617,0.2787645757198334,0.3510112464427948,-0.0450896956026554,0.3000311851501465,0.3009986579418182,-0.0654822811484336,0.3108634352684021,0.2662509977817535,-0.0768894106149673,0.3177978694438934,0.233603835105896,-0.0837908834218978
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:55.528893,0.4459015429019928,0.869087815284729,2.0345829909729218e-07,0.4109516441822052,0.7976998090744019,-0.0029281189199537,0.3858420550823211,0.7187618017196655,-0.0081485463306307,0.3576074838638305,0.6664223074913025,-0.012968267314136,0.330005019903183,0.6500347256660461,-0.0193260684609413,0.4285869300365448,0.6840011477470398,-0.0238717328757047,0.4235916137695312,0.5872781276702881,-0.0344007834792137,0.4204486310482025,0.528412401676178,-0.0393130742013454,0.4189149439334869,0.482110321521759,-0.0427428446710109,0.4586711227893829,0.6854224801063538,-0.0290490202605724,0.4647365510463714,0.5822888016700745,-0.0377923063933849,0.4681060016155243,0.5151211023330688,-0.0428114347159862,0.4709872305393219,0.4641148149967193,-0.0474955812096595,0.4864504933357239,0.7000621557235718,-0.0333752892911434,0.50357985496521,0.6092562079429626,-0.0449768304824829,0.5163382887840271,0.5523049831390381,-0.0538269877433776,0.5252952575683594,0.508036732673645,-0.060044664889574,0.5090509057044983,0.7233944535255432,-0.0368566028773784,0.5368938446044922,0.6653403043746948,-0.0486725009977817,0.5569971203804016,0.6337966918945312,-0.0544398166239261,0.5729028582572937,0.6073732376098633,-0.0582128725945949
scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:19.789219,0.2876749634742737,0.5464801788330078,3.330092681608221e-07,0.2986816465854645,0.5138059854507446,-0.0178673695772886,0.2926026284694671,0.4757595062255859,-0.0272232890129089,0.2694827020168304,0.4648236930370331,-0.036101683974266,0.2463169991970062,0.4584352672100067,-0.0442404337227344,0.2815292477607727,0.3979654908180237,-0.0143125373870134,0.2781790196895599,0.3368512690067291,-0.0276613533496856,0.2751795053482055,0.2968516945838928,-0.0374174006283283,0.2720090448856354,0.262746512889862,-0.043765977025032,0.2624059021472931,0.4081206619739532,-0.0150223029777407,0.2474214732646942,0.3478206992149353,-0.0295096766203641,0.2375218719244003,0.3107618689537048,-0.0403135754168033,0.2286884486675262,0.2765020132064819,-0.0464203990995883,0.2481149137020111,0.4335888624191284,-0.0176259763538837,0.2389174550771713,0.4043798148632049,-0.0387401320040226,0.2517250180244446,0.4345479607582092,-0.0438239052891731,0.2602863311767578,0.4586933851242065,-0.0415457189083099,0.2389976531267166,0.4669078588485718,-0.0214270371943712,0.2334672510623932,0.4445753097534179,-0.0384232103824615,0.2457236647605896,0.4635969996452331,-0.0389421284198761,0.2549166977405548,0.4824904501438141,-0.0353069603443145
scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:07.435284,0.3875040709972381,0.9486390352249146,4.19966596609811e-07,0.3619490265846252,0.808674693107605,0.0124530140310525,0.3788644969463348,0.6908332705497742,0.0039681438356637,0.4221029579639435,0.629815399646759,-0.0078618358820676,0.4582233428955078,0.594726026058197,-0.0190671328455209,0.3681719899177551,0.6530730724334717,-0.0318304151296615,0.3674538731575012,0.4987705945968628,-0.0570865832269191,0.3515515029430389,0.4130339622497558,-0.0732214599847793,0.3335127830505371,0.3473369479179382,-0.0823273882269859,0.4076938331127167,0.6811259388923645,-0.0485721044242382,0.4509497582912445,0.5138856172561646,-0.0684343948960304,0.4776740670204162,0.4135846197605133,-0.08017448335886,0.4957712292671203,0.3361888527870178,-0.089362196624279,0.4482041001319885,0.7213149666786194,-0.0610930807888507,0.4954182505607605,0.5625795125961304,-0.072999469935894,0.4894365072250366,0.5838356018066406,-0.0620669461786747,0.4751233458518982,0.6227015852928162,-0.0523399263620376,0.4854619204998016,0.762339174747467,-0.0728261992335319,0.5027579069137573,0.6374334692955017,-0.0746025294065475,0.4915406405925751,0.6428132653236389,-0.0578514710068702,0.4810032844543457,0.6662237048149109,-0.0435317270457744
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:40.262896,0.6848414540290833,0.4555031955242157,2.045863567445849e-07,0.730547308921814,0.5063173770904541,-0.0110071236267685,0.7830725312232971,0.5063339471817017,-0.0130038997158408,0.8188947439193726,0.5068655610084534,-0.0155149567872285,0.8408101797103882,0.5180075764656067,-0.0188068132847547,0.8194764852523804,0.3792267441749573,-0.009386290796101,0.8675371408462524,0.3369518518447876,-0.0197602920234203,0.8945632576942444,0.3043262660503387,-0.028574327006936,0.9150885343551636,0.2727203071117401,-0.0360370241105556,0.8079538345336914,0.332791119813919,-0.0151412542909383,0.8617000579833984,0.2718026340007782,-0.0259825382381677,0.8929019570350647,0.2282446771860122,-0.0366583205759525,0.9160165190696716,0.1870053708553314,-0.0446639470756053,0.7860774397850037,0.3027349710464477,-0.0227149259299039,0.8325960636138916,0.2356928586959839,-0.036056213080883,0.8604082465171814,0.191528782248497,-0.0500922091305255,0.8830568194389343,0.1510474681854248,-0.0601065941154956,0.7543181777000427,0.2841553092002868,-0.0311536025255918,0.7675155997276306,0.2111866772174835,-0.0474767498672008,0.7766396999359131,0.1620091795921325,-0.0580915585160255,0.7859866619110107,0.1171440631151199,-0.0650423020124435
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:47.898037,0.1534327864646911,0.4071989059448242,3.581295118237904e-07,0.1785669028759002,0.3728445768356323,-0.0278797186911106,0.197786808013916,0.3184504210948944,-0.0421516709029674,0.2162382304668426,0.2677058577537536,-0.0533690303564071,0.2357290983200073,0.2306339293718338,-0.0641606971621513,0.1561371982097625,0.2266943305730819,-0.0273627806454896,0.1538063138723373,0.1538261920213699,-0.0426632650196552,0.1510736048221588,0.1053962260484695,-0.0553090870380401,0.1491082459688186,0.0623189657926559,-0.0647449791431427,0.1328102648258209,0.2238941490650177,-0.0236815921962261,0.1231250688433647,0.1423427462577819,-0.0368694774806499,0.118475005030632,0.0859974920749664,-0.0483001284301281,0.1156791672110557,0.0364803075790405,-0.0567604340612888,0.1141150146722793,0.2393787652254104,-0.0227081235498189,0.1008063480257988,0.1654298603534698,-0.0356431752443313,0.0943360105156898,0.1170574277639389,-0.0462749227881431,0.0908362492918968,0.0736015290021896,-0.0536991544067859,0.0987386554479599,0.2686434090137481,-0.0243031661957502,0.0806448757648468,0.2246838808059692,-0.0366305448114872,0.0696081817150116,0.1941327899694442,-0.0438144281506538,0.0613281652331352,0.1636571884155273,-0.0485535040497779
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:34.355683,0.2756160199642181,0.5050246119499207,4.422748247634445e-07,0.3026621639728546,0.4809505343437195,-0.033202052116394,0.3200805783271789,0.4387263357639313,-0.0530827641487121,0.336234450340271,0.3940050601959228,-0.0685433000326156,0.358057290315628,0.3623060286045074,-0.0841614380478859,0.2767218053340912,0.3546532988548279,-0.046152152121067,0.2757463157176971,0.2806254029273987,-0.0672909095883369,0.2741665542125702,0.2282797843217849,-0.0821167528629303,0.2726086676120758,0.1822999268770218,-0.092480331659317,0.2512445747852325,0.348885715007782,-0.0409617274999618,0.241969883441925,0.2644709050655365,-0.0599291548132896,0.2377104759216308,0.2050507515668869,-0.0731825679540634,0.2345278114080429,0.1536308377981186,-0.0827494040131568,0.2304697781801223,0.3604848384857178,-0.037919744849205,0.2149044126272201,0.2853801548480987,-0.0552511103451252,0.2074731886386871,0.2314440608024597,-0.0678559020161628,0.2035765796899795,0.184755265712738,-0.0763472244143486,0.213685005903244,0.3854891657829284,-0.0373461171984672,0.1923654675483703,0.3357548117637634,-0.0522946491837501,0.1803647726774215,0.2991398572921753,-0.0612932555377483,0.1719933450222015,0.2623685896396637,-0.0675405412912368
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:45.962415,0.1593977659940719,0.8029187917709351,2.678792441201949e-07,0.1790382415056228,0.7770877480506897,-0.0277360007166862,0.1901216506958007,0.7322272658348083,-0.0412777103483676,0.1975324302911758,0.6830014586448669,-0.0510489381849765,0.2067502588033676,0.6408132910728455,-0.0602814964950084,0.1491791903972625,0.6538221836090088,-0.0275588165968656,0.1436138600111007,0.5943643450737,-0.0403491780161857,0.1366912871599197,0.5545890927314758,-0.0509676188230514,0.1303605884313583,0.5184606313705444,-0.0593139491975307,0.1295069307088852,0.6525147557258606,-0.0218047630041837,0.113133430480957,0.5887861251831055,-0.0328080095350742,0.1027914434671402,0.5455092191696167,-0.0428777374327182,0.094133161008358,0.5058255791664124,-0.0507741011679172,0.1160270944237709,0.666938841342926,-0.0183518324047327,0.0979107171297073,0.6112480759620667,-0.0296098105609416,0.0866125747561454,0.573800265789032,-0.0394543372094631,0.0776544585824012,0.5394650101661682,-0.0466329045593738,0.1072968989610672,0.6933526396751404,-0.0172743313014507,0.0862021520733833,0.6646769642829895,-0.0287389010190963,0.0722489729523658,0.6428142786026001,-0.036333117634058,0.0602865740656852,0.6208475232124329,-0.0415840931236743
scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:03.805000,0.4405465126037597,0.8598065972328186,6.994251862124656e-07,0.5044912099838257,0.8913538455963135,-0.0236845351755619,0.5732303261756897,0.8741134405136108,-0.0409533344209194,0.6094014048576355,0.8246297836303711,-0.0632326379418373,0.587151050567627,0.7690322399139404,-0.0821036621928215,0.6305473446846008,0.6836729645729065,-0.0181486420333385,0.6974343657493591,0.6034024953842163,-0.0475946366786956,0.7357067465782166,0.5467749834060669,-0.0655151754617691,0.7655837535858154,0.4915816187858581,-0.0778752714395523,0.5969540476799011,0.6279402375221252,-0.0339470170438289,0.6608343124389648,0.5036516189575195,-0.0774871408939361,0.7058502435684204,0.4269083142280578,-0.1030709072947502,0.7375443577766418,0.3601106405258178,-0.1146291270852088,0.5525491833686829,0.6074302792549133,-0.0528405681252479,0.6077494621276855,0.592072606086731,-0.109402097761631,0.5927979350090027,0.709811270236969,-0.1139511913061142,0.5742365121841431,0.7820144891738892,-0.0998702198266983,0.5078003406524658,0.6216453909873962,-0.0741946548223495,0.5506483912467957,0.6677213311195374,-0.1147894710302352,0.5510408878326416,0.7546547055244446,-0.1160630732774734,0.5430126190185547,0.8068671226501465,-0.1064797267317771
scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:10.369627,0.2096943855285644,0.8709967136383057,8.329768093062739e-07,0.2462024241685867,0.8269302845001221,-0.0424539446830749,0.2514838874340057,0.7480392456054688,-0.0642973706126213,0.2075451165437698,0.7300344109535217,-0.0846502110362052,0.1613317728042602,0.7106654047966003,-0.1031893044710159,0.239740565419197,0.5676252841949463,-0.033140804618597,0.2556037306785583,0.4414956867694855,-0.0636043325066566,0.2683714032173157,0.363660454750061,-0.0832253396511077,0.2788098454475403,0.2959137856960296,-0.0956374406814575,0.1946203708648681,0.5685786604881287,-0.0333604589104652,0.1682709604501724,0.4220838546752929,-0.0690837055444717,0.1545629650354385,0.3273786306381225,-0.0934163704514503,0.1439179480075836,0.2404312491416931,-0.1055313423275947,0.1605959832668304,0.6066232919692993,-0.0384729728102684,0.1438243687152862,0.5478010177612305,-0.0917636528611183,0.1671262979507446,0.6374835968017578,-0.1090617552399635,0.1836868822574615,0.6996464133262634,-0.1056719422340393,0.1387021243572235,0.665007472038269,-0.0460503250360488,0.1398202329874038,0.6655321717262268,-0.0925528109073638,0.1617801785469055,0.7287046909332275,-0.1034072265028953,0.1776369661092758,0.7702039480209351,-0.1005196794867515
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:32.092290,0.2824130356311798,0.5552634000778198,1.914294358584812e-07,0.2749464809894562,0.4809466302394867,-0.0049423812888562,0.2761402130126953,0.3994675278663635,-0.0115934945642948,0.269564539194107,0.3407505452632904,-0.0177058167755603,0.2542063295841217,0.3027439713478088,-0.0248813368380069,0.2916335761547088,0.4113342463970184,-0.0309042762964963,0.3036432862281799,0.3401445746421814,-0.0477079674601554,0.3076446652412414,0.2974386215209961,-0.0568656809628009,0.3074725568294525,0.2576937675476074,-0.0634418278932571,0.3071459531784057,0.4350054860115051,-0.0375759489834308,0.3258811831474304,0.3797471523284912,-0.056810013949871,0.3318041265010834,0.3381018340587616,-0.0683267340064048,0.3341155648231506,0.2993102669715881,-0.0764959976077079,0.3209737241268158,0.4679366946220398,-0.0433731600642204,0.3431854248046875,0.4309207797050476,-0.0659322813153266,0.3514832556247711,0.4006393551826477,-0.0796571373939514,0.3563306033611297,0.3693989217281341,-0.0877182036638259,0.3322585523128509,0.506400465965271,-0.0479784607887268,0.3600457608699798,0.4944633543491363,-0.0685437694191932,0.3763638138771057,0.4924446940422058,-0.0788933709263801,0.3899744153022766,0.4881086647510528,-0.0853486806154251
paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:52.578336,0.6502804160118103,0.5570310354232788,3.469201601546956e-07,0.7027056217193604,0.6037721037864685,-0.0156810376793146,0.7587542533874512,0.6038111448287964,-0.0213810447603464,0.8011221885681152,0.609592080116272,-0.0273095499724149,0.8296248316764832,0.6277648210525513,-0.034018687903881,0.7878586053848267,0.4547464847564697,-0.0134563622996211,0.8394335508346558,0.4097158014774322,-0.0257753785699605,0.8711290955543518,0.3796637654304504,-0.0367123372852802,0.897117018699646,0.3508093059062958,-0.0455702394247055,0.7723166942596436,0.4081966578960418,-0.0181240830570459,0.8249161839485168,0.3383215367794037,-0.0290206111967563,0.8568132519721985,0.2914247512817383,-0.0402437485754489,0.8808915019035339,0.2493287771940231,-0.0491620264947414,0.7475472688674927,0.379264622926712,-0.0251928307116031,0.7913146018981934,0.3068629503250122,-0.0385541133582592,0.8191462755203247,0.2603267431259155,-0.0523336939513683,0.8413714170455933,0.2191309928894043,-0.0623054653406143,0.7142084836959839,0.36296147108078,-0.0337621122598648,0.7283337712287903,0.288542628288269,-0.049285139888525,0.7383593916893005,0.2369339019060135,-0.0589900091290473,0.7481484413146973,0.1902339458465576,-0.0654923841357231
scissors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-12T18:43:02.121974,0.2954026460647583,0.8764885663986206,8.995580174087081e-07,0.3258486986160278,0.8323063850402832,-0.062820553779602,0.3215377628803253,0.7590287327766418,-0.0924674570560455,0.282401978969574,0.7505932450294495,-0.1164468228816986,0.2380013167858123,0.7425044178962708,-0.1383008062839508,0.3011071979999542,0.5950174927711487,-0.0525006800889968,0.2892861366271972,0.4818401336669922,-0.0840350612998008,0.2805228531360626,0.4052572250366211,-0.1053802818059921,0.2717247605323791,0.3372308313846588,-0.1198131516575813,0.2643668353557586,0.613415539264679,-0.044086255133152,0.2349700033664703,0.4931843280792236,-0.0835084691643714,0.2174030691385269,0.4036625623703003,-0.1106066703796386,0.202736809849739,0.3251058161258697,-0.1244558617472648,0.2346581816673278,0.6577130556106567,-0.0423776730895042,0.2203045189380645,0.618722140789032,-0.0994295105338096,0.2465587258338928,0.6946261525154114,-0.1194618642330169,0.2650893032550812,0.738457202911377,-0.1179613545536995,0.2135272622108459,0.708357036113739,-0.0451628565788269,0.2199010103940963,0.7165265083312988,-0.0941072851419448,0.2452255487442016,0.7690752744674683,-0.1092423051595687,0.2621947824954986,0.7941292524337769,-0.1104788184165954
